id,char,unicode,n_points,n_strokes,stroke
1003,邑,9091,38,7,"38,-64,0,4,-17,-6,-6,-4,3,5,14,-64,0,-7,-7,-11,0,-4,5,-64,0,3,-13,10,-6,-64,0,1,-4,7,1,-64,0,2,4,7,8,-64,-64,,,,,,"
1004,易,6613,70,11,"70,-64,0,3,-14,3,-10,-64,0,7,-15,7,-9,-64,0,-1,-11,2,-5,-1,0,2,4,2,8,-64,0,10,-11,7,-6,10,0,7,3,7,8,7,8,-64,0,-1,-10,-3,-5,-64,0,10,-11,13,-7,-64,0,-4,8,10,8,-64,0,3,-3,3,2,-64,0,6,-3,6,1,-64,-64,,,,,,"
1005,益,76CA,80,11,"80,-64,0,0,-16,0,-2,-64,0,-5,-14,-4,-11,-5,-4,0,-2,3,-3,4,-14,-64,0,-4,-11,4,-11,-64,0,-5,-7,3,-7,-64,0,-8,-7,-8,-3,-4,0,-64,0,-1,3,-1,9,-3,10,-5,15,-64,0,-1,9,1,10,2,16,-64,0,8,-7,3,1,-64,0,-5,-7,-8,1,-8,3,-1,6,7,2,3,-6,-64,-64,,,,,,"
1006,異,7570,88,15,"88,-64,0,3,-11,-1,-4,2,14,-64,0,3,-11,8,-7,-64,0,5,-9,3,-1,7,7,-64,0,8,-7,5,-1,-64,0,1,-7,6,-4,-64,0,5,2,4,6,-64,0,7,8,3,13,-64,0,6,6,1,8,-64,0,5,2,1,4,-64,0,-5,-10,-6,3,-8,9,-64,0,-6,2,-3,7,-64,0,-10,8,-1,7,-64,0,-8,-1,-5,-7,-2,-2,-64,-64,,,,,,"
1007,翊,7FCA,62,11,"62,-64,0,-5,-18,2,-15,1,-11,-64,0,-7,-14,1,-11,-64,0,-2,-16,-2,-13,-64,0,1,-11,-5,-7,-64,0,0,-10,3,-4,-64,0,-3,-8,0,-1,-64,0,3,-6,3,-4,-2,2,-64,0,-1,5,6,7,-64,0,2,3,8,12,7,1,-64,-64,,,,,,"
1008,逸,9038,94,16,"94,-64,0,-3,-7,0,-11,2,-7,-64,0,7,-9,5,-11,5,-11,-64,0,5,-11,2,-7,3,4,-64,0,-1,-5,6,-5,-64,0,-1,-2,6,-2,-64,0,1,2,7,2,-64,0,-7,1,-6,15,-64,0,-6,7,3,6,-64,0,-7,4,7,5,-64,0,-7,4,-10,7,-64,0,-7,7,-11,10,-64,0,-7,10,-10,13,-64,0,3,4,4,13,9,17,-64,0,5,10,3,14,-64,-64,,,,,,"
1009,義,7FA9,80,12,"80,-64,0,-1,-13,-3,1,-64,0,-4,-12,-2,-8,2,-11,-64,0,-3,-15,-3,-13,-64,0,1,-15,1,-12,-64,0,4,-9,4,6,-64,0,4,6,0,9,2,13,5,10,7,14,5,18,-64,0,4,-3,-2,1,-5,1,-64,0,-1,-3,-1,2,-5,3,-64,0,4,1,-1,4,-5,5,-64,0,0,2,-2,6,-5,7,-64,-64,,,,,,"
1010,肄yi,,62,12,"62,-64,0,-7,-10,-6,9,-64,0,-7,-10,-7,-10,-64,0,-7,-10,6,-11,-64,0,6,-11,6,7,-64,0,-6,9,6,7,-64,0,-1,-8,-4,0,-64,0,-1,-8,4,-1,-64,0,-1,-8,0,-1,-64,0,0,-1,-4,5,-64,0,-1,-1,4,5,-64,-64,,,,,,"
1011,蓺,84FA,62,9,"62,-64,0,-1,-13,-5,-7,-9,-3,-10,2,-8,7,-5,15,-64,0,-4,-7,-3,0,-3,4,-6,7,-64,0,-6,-3,-6,1,-64,0,-1,-12,1,-7,-64,0,0,-5,0,2,-1,7,-64,0,3,-2,6,5,1,10,-64,0,0,2,4,7,8,16,-64,-64,,,,,,"
1012,翼yi,,92,11,"92,-64,0,-1,-15,-5,-11,-7,-5,-64,0,-1,-14,5,-11,8,-4,-64,0,-5,-11,3,-11,-64,0,0,-7,-1,-5,-2,-1,-1,0,3,2,5,4,5,8,5,11,6,13,7,16,-64,0,-1,-6,1,-2,1,0,-2,3,-4,4,-5,6,-6,12,-6,16,-64,0,5,4,2,6,-1,8,-2,14,-64,0,0,3,1,6,-64,0,5,9,2,11,-64,0,5,11,2,14,-64,-64,,,,,,"
1013,因,56E0,66,10,"66,-64,0,-4,-4,1,-9,5,-5,-64,0,0,-12,1,-4,-3,0,1,7,5,2,1,-4,-64,0,1,7,0,11,-5,16,-64,0,0,11,4,15,-64,0,-6,-5,-7,1,-5,6,-64,0,-7,-1,-5,0,-64,0,8,-6,6,-1,-64,0,7,-3,9,2,7,6,-64,-64,,,,,,"
1014,殷,6BB7,98,12,"98,-64,0,0,-13,-5,8,7,7,-64,0,-3,1,5,1,5,1,-64,0,5,1,3,-5,-2,-5,-64,0,0,-13,1,-5,-64,0,0,8,-3,13,0,17,2,13,0,8,-64,0,2,1,2,8,-64,0,-3,-12,-6,-11,-7,-8,-5,-7,-3,-10,-3,-12,-64,0,-7,-2,-9,1,-8,3,-6,0,-7,-2,-64,0,3,-15,1,-12,4,-9,6,-13,3,-15,-64,0,6,-5,8,2,11,-2,6,-5,-64,-64,,,,,,"
1015,隂yin,,26,5,"26,-64,0,0,-16,0,16,-64,0,0,-14,7,-10,8,-5,-3,6,-64,0,0,-8,6,-3,7,16,-64,-64,,,,,,"
1016,乑yin,,52,8,"52,-64,0,2,-11,-1,-6,4,2,1,7,0,13,-64,0,-6,-3,-4,4,-5,6,-6,11,-64,0,6,-6,9,1,7,4,7,14,-64,0,-5,0,-8,4,-64,0,0,-4,-2,4,-64,0,7,-5,4,-1,-64,-64,,,,,,"
1017,寅,5BC5,66,9,"66,-64,0,0,-17,-2,-14,1,-13,-64,0,-1,-15,5,-15,7,-12,6,-8,7,-1,5,2,5,7,-64,0,-2,-9,4,-4,-64,0,2,-11,0,-4,1,4,2,7,-1,10,-1,12,3,10,-64,0,-7,-5,-1,-4,-64,0,-2,-3,-3,4,-64,0,-7,5,1,5,-64,-64,,,,,,"
1018,嚚,569A,90,15,"90,-64,0,0,-1,-1,9,-2,11,-3,15,-64,0,0,9,2,11,2,16,-64,0,-4,7,3,7,-64,0,-4,5,3,4,-64,0,-4,5,-4,7,-64,0,3,5,3,7,-64,0,0,0,-7,4,-64,0,0,0,6,4,-64,0,4,-4,-6,-1,-64,0,4,-12,4,-4,-64,0,4,-8,-3,-8,-3,-6,3,-6,-64,0,3,-12,1,-9,-64,0,-1,-5,-2,-2,-64,-64,,,,,,"
1019,尹,5C39,108,15,"108,-64,0,-5,-1,5,-2,-64,0,-8,2,-4,6,-2,15,0,18,3,13,2,6,6,2,-64,0,-8,2,6,2,-64,0,-2,-2,-2,1,-64,0,1,-2,1,2,-64,0,-4,6,3,6,-64,0,-3,-4,-3,-12,1,-13,4,-12,4,-4,-64,0,-3,-11,4,-11,-64,0,0,-10,0,-5,-1,-4,-64,0,-2,-7,0,-9,3,-7,-64,0,0,-6,1,-4,-64,0,1,-14,4,-16,10,-12,11,-7,6,0,-64,0,11,-5,15,1,14,13,-64,-64,,,,,,"
1020,饮yin,,46,7,"46,-64,0,-3,-18,-2,-13,-4,-8,-1,-1,-64,0,-2,-14,2,-12,-64,0,-3,-9,0,-7,-64,0,1,-10,5,5,-4,8,-4,12,6,8,1,15,-64,0,2,-6,0,0,-1,7,-64,-64,,,,,,"
1021,印,5370,92,14,"92,-64,0,3,-10,5,-2,7,4,2,8,1,10,8,8,6,16,-64,0,1,-4,7,-8,8,-5,1,0,-64,0,1,-4,2,2,-64,0,-1,-5,0,-2,-3,2,-64,0,-2,-3,1,2,1,5,-64,0,-8,-7,-1,-7,-64,0,-6,-7,-6,4,-64,0,-4,-7,-4,4,-64,0,-8,-5,-6,-5,-64,0,-4,-5,-2,-5,-64,0,-9,-1,-6,-1,-64,0,-4,-1,-2,-1,-64,-64,,,,,,"
1022,嬰,5B30,110,16,"110,-64,0,-1,-12,-2,-7,-10,-4,-64,0,-1,-7,3,-5,9,-5,-64,0,-7,-14,-7,-11,-8,-8,-64,0,-6,-12,-5,-10,-64,0,-10,-12,-9,-8,-5,-9,-4,-12,-64,0,3,-14,3,-12,2,-10,-64,0,3,-12,5,-10,-64,0,1,-12,2,-9,4,-8,5,-10,5,-12,-64,0,-3,-3,-5,-1,-6,12,-2,17,-64,0,-2,-1,-2,1,-64,0,-2,4,-2,10,-64,0,1,2,1,6,-64,0,1,-3,8,-1,-64,0,5,-1,5,10,0,14,-64,-64,,,,,,"
1023,鹰huan,,26,4,"26,-64,0,-6,1,-6,-18,3,-18,3,0,-6,0,-64,0,-1,12,-1,-8,9,-8,9,12,-1,12,-64,-64,,,,,,"
1024,萦ying,,88,15,"88,-64,0,-5,-10,6,-10,-64,0,-5,-4,-5,-10,-64,0,6,-2,6,-10,-64,0,-3,-13,1,-10,3,-15,-64,0,0,-10,1,0,-64,0,-7,0,-6,4,-6,16,-64,0,-3,-1,-2,2,-2,15,-64,0,-6,3,-2,2,-64,0,-6,12,-3,11,-64,0,-1,7,1,7,5,7,-64,0,-1,10,5,10,-64,0,5,0,6,15,-64,0,-5,-7,6,-7,-64,-64,,,,,,"
1025,邕,9095,62,9,"62,-64,0,1,-13,-2,-9,-64,0,1,-13,3,-9,-2,-6,1,-1,-64,0,0,-8,5,-3,-64,0,0,-11,6,-6,8,-2,-64,0,1,-2,-1,2,-64,0,-5,3,3,2,3,7,-5,8,-5,3,-64,0,0,5,0,13,8,12,8,5,-1,5,-64,-64,,,,,,"
1026,庸,5EB8,82,13,"82,-64,0,0,-1,12,-1,-64,0,1,-1,1,5,12,5,12,-1,-64,0,6,5,4,12,-64,0,8,5,9,12,-64,0,2,12,11,12,-64,0,6,-11,2,-1,-64,0,6,-12,10,-1,-64,0,3,-13,0,-8,0,-4,2,-2,-64,0,4,-10,-1,-7,-3,-2,-64,0,10,-12,13,-7,12,-2,-64,0,9,-10,14,-7,15,-3,-64,-64,,,,,,"
1027,雝,96DD,54,10,"54,-64,0,0,-13,1,12,-64,0,0,-4,-7,4,-64,0,-3,-8,-2,-3,-64,0,3,-10,4,-5,-64,0,4,-2,5,6,-64,0,-1,2,-1,8,-64,0,-6,-13,-5,-2,-9,2,-64,0,-9,9,-3,4,-3,13,-64,-64,,,,,,"
1028,饔,9954,68,11,"68,-64,0,-6,-19,-4,-15,-4,4,-5,6,-64,0,3,-19,1,-13,2,6,-64,0,7,-15,7,-10,6,-4,8,6,-64,0,-4,3,7,3,-64,0,-3,1,2,1,7,0,-64,0,-4,-8,1,-9,-64,0,-4,-7,1,-7,-64,0,3,-14,7,-14,-64,0,2,-12,6,-12,-64,-64,,,,,,"
1029,永,6C38,50,8,"50,-64,0,4,-20,5,-5,11,-1,-64,0,11,-1,11,3,3,-2,6,7,-64,0,-1,-21,0,-5,-64,0,5,-15,8,-12,9,-3,-64,0,-4,-12,-4,-7,-1,-5,-64,0,-1,-13,-3,-6,-4,2,-64,-64,,,,,,"
1030,用,7528,64,7,"64,-64,0,-1,0,-2,4,-7,5,-64,0,-2,2,1,5,5,5,-64,0,-6,-11,-8,-7,-5,-3,-6,0,-8,-3,-4,-8,-6,-11,-64,0,-8,1,-7,8,-3,11,2,11,5,6,6,0,-64,0,3,-11,1,-8,4,-3,2,0,1,-4,4,-8,2,-10,-64,-64,,,,,,"
1031,攸,6538,72,10,"72,-64,0,-2,-18,-3,-15,2,-8,10,-4,-64,0,1,-19,3,-16,2,-13,4,-10,-64,0,-6,-13,6,-13,8,-11,-64,0,-6,-13,-2,-9,8,-11,-64,0,0,-7,-2,-3,-1,-1,-4,3,-4,12,-64,0,4,-4,-1,5,4,12,-64,0,6,-1,5,1,5,8,-64,0,3,7,5,3,-64,-64,,,,,,"
1032,幽,5E7D,24,5,"24,-64,0,3,-9,-5,0,-64,0,-3,-8,4,2,-4,14,-64,0,-3,2,3,9,4,18,-64,-64,,,,,,"
1033,麀,9E80,34,5,"34,-64,0,-1,-11,-4,-5,-1,1,3,-4,-1,-10,-64,0,-8,-2,-8,8,-1,10,5,9,7,3,7,-2,-64,0,-8,3,6,3,-64,-64,,,,,,"
1034,憂xu,,52,8,"52,-64,0,-9,-8,-7,-4,-8,3,-5,8,-64,0,-5,-6,-5,4,1,6,4,3,4,-6,-64,0,-4,-1,4,-1,-64,0,-4,-4,4,-4,-64,0,0,-7,0,3,-64,0,7,-8,8,-5,7,2,8,9,-64,-64,,,,,,"
1035,尤,5C24,56,9,"56,-64,0,-4,-15,-3,11,-64,0,-4,-12,0,-11,3,-8,5,-5,9,-4,-64,0,-4,-4,1,-5,-64,0,3,-3,0,0,2,2,5,0,3,-3,-64,0,-1,2,2,6,-64,0,8,0,3,5,-64,0,2,2,2,14,-64,-64,,,,,,"
1036,由,7531,38,5,"38,-64,0,-4,-13,-7,-6,-1,1,-64,0,-3,-13,-2,-6,-7,3,-4,7,-1,1,-64,0,5,-13,1,-6,7,3,4,7,1,1,5,-5,5,-13,-64,-64,,,,,,"
1037,油,6CB9,68,10,"68,-64,0,-8,-7,1,-7,-64,0,-7,-7,-6,-2,-5,5,-3,6,-3,6,-64,0,1,-7,-1,-1,-1,2,-3,5,-64,0,-6,-2,-1,-2,-64,0,1,-11,11,-11,-64,0,6,-15,6,-9,9,-1,8,2,2,2,-64,0,7,2,6,6,7,11,-64,0,2,-7,6,-8,-64,-64,,,,,,"
1038,游,6E38,34,6,"34,-64,0,-4,-13,-2,-7,-9,1,-64,0,-8,-10,-4,-2,-4,14,-64,0,5,-15,7,-8,0,3,-64,0,0,-14,6,-4,6,18,-64,-64,,,,,,"
1039,猶,7336,16,4,"16,-64,0,-4,-11,4,-3,-6,8,-64,0,-4,-4,5,15,-64,-64,,,,,,"
1040,友,53CB,40,5,"40,-64,0,-1,-14,-2,-8,-7,-3,-7,4,-6,8,0,13,3,13,5,9,5,2,5,-3,0,-5,-1,-8,-64,0,-1,-14,6,-9,-64,0,-5,0,-3,5,-64,-64,,,,,,"
1041,有,6709,42,8,"42,-64,0,-7,-9,5,-10,-64,0,-9,-4,8,-4,-1,18,-9,-4,-64,0,-2,-9,-3,2,-64,0,1,-10,2,2,-64,0,-6,3,5,3,-64,0,-5,7,3,7,-64,-64,,,,,,"
1042,卣,5363,18,4,"18,-64,0,1,-15,1,-2,-6,5,-64,0,-5,-8,1,3,2,18,-64,-64,,,,,,"
1043,酉,9149,18,4,"18,-64,0,0,-16,0,-4,-9,6,-64,0,-5,-10,-1,2,-1,17,-64,-64,,,,,,"
1044,又,53C8,36,5,"36,-64,0,-5,-5,-5,-3,-8,-1,-2,6,-5,10,-7,6,-5,2,-2,0,-5,-5,-64,0,-4,-18,-4,-7,-11,-3,-64,0,-10,-8,-9,-1,-64,-64,,,,,,"
1045,右,53F3,112,20,"112,-64,0,-7,-1,8,-1,-64,0,0,-9,0,9,-64,0,-4,-9,-4,-3,-64,0,-6,-8,-4,-5,-64,0,-2,-7,-4,-4,-64,0,3,-10,3,-3,-64,0,1,-7,3,-5,-64,0,6,-9,3,-6,-64,0,-4,1,-4,7,-4,7,-64,0,-7,2,-4,6,-64,0,-2,2,-4,5,-64,0,3,0,3,7,-64,0,2,2,3,5,-64,0,6,1,3,5,-64,0,-8,-11,-8,11,-64,0,-8,-11,7,-11,-64,0,7,-11,8,10,-64,0,-8,11,8,10,-64,-64,,,,,,"
1046,幼,5E7C,18,4,"18,-64,0,-1,-9,3,-5,-3,6,-64,0,-2,-4,3,4,-2,18,-64,-64,,,,,,"
1047,囿,56FF,58,11,"58,-64,0,-7,-11,2,-11,-64,0,-7,-7,2,-7,-64,0,-3,-7,-3,13,-64,0,3,-13,8,-4,2,4,-64,0,2,-5,7,11,-64,0,-10,-10,-10,-4,-64,0,-8,1,-6,7,-64,0,0,2,0,6,-64,0,2,-10,3,-8,-64,-64,,,,,,"
1048,姷,59F7,46,7,"46,-64,0,-7,-6,2,-6,-64,0,-8,1,3,1,-64,0,-3,-6,-3,1,-4,9,-7,15,-64,0,0,4,3,5,3,8,1,10,-1,9,-64,0,-1,6,3,7,6,10,13,11,-64,-64,,,,,,"
1049,祐,7950,38,8,"38,-64,0,-1,-16,-10,-2,-64,0,-1,-16,8,-1,-64,0,-6,-8,4,-8,-64,0,-1,-8,-1,17,-64,0,-7,-1,-1,6,-64,0,6,-3,-1,6,-64,-64,,,,,,"
1050,扜,625C,54,9,"54,-64,0,-3,-10,6,-15,-64,0,0,-7,6,-11,-64,0,2,-13,3,-6,2,0,-64,0,-4,-7,-4,1,2,5,6,1,7,-8,-64,0,0,4,-2,10,-2,10,-64,0,4,3,5,10,-64,0,-6,11,9,10,-64,-64,,,,,,"
1051,迂yu,,124,18,"124,-64,0,-5,-16,-5,-13,-64,0,-5,-14,1,-8,-64,0,0,-11,3,-13,3,-12,-3,-4,-64,0,-4,-6,-4,-1,-64,0,-1,-7,0,-2,-4,2,-7,4,-7,8,-6,13,-5,15,-64,0,0,-2,4,4,3,7,2,11,5,15,-64,0,-6,3,3,3,-64,0,-6,7,4,7,-64,0,-7,10,2,10,-64,0,-1,2,-2,11,-4,15,-64,0,-1,11,1,13,3,15,-64,0,-7,5,-10,7,-11,13,-64,0,-10,11,-7,9,-64,0,4,5,7,7,-64,0,8,6,7,11,-64,0,2,9,7,11,-64,-64,,,,,,"
1052,余,4F59,58,6,"58,-64,0,0,2,1,-5,-9,-9,-9,-5,2,1,-64,0,-5,-13,-6,1,-5,3,-3,7,0,9,1,13,-7,9,-7,13,-5,17,-64,0,5,-10,5,-2,3,-1,7,8,5,10,5,13,-64,0,5,-3,8,0,2,7,5,12,-64,-64,,,,,,"
1053,妤yu,,92,17,"92,-64,0,2,-3,-1,2,-64,0,2,-2,5,3,-64,0,2,-2,2,8,-64,0,-2,-5,-2,10,-64,0,-7,-7,6,-8,-64,0,-1,-5,6,-5,-64,0,6,-8,6,-5,-64,0,-7,-6,-7,14,-64,0,-7,14,6,14,-64,0,-2,10,6,10,-64,0,6,10,6,14,-64,0,-6,-4,-3,-1,-64,0,-3,-2,-6,3,-64,0,-6,3,-4,6,-64,0,-4,6,-7,10,-64,-64,,,,,,"
1054,盂,76C2,54,8,"54,-64,0,1,-13,-1,-4,3,1,1,4,0,18,-64,0,-6,-11,-6,-6,-4,-1,-64,0,-1,-10,-6,-6,-9,2,-64,0,3,-12,3,-7,2,-4,-64,0,1,-9,6,-4,9,4,-64,0,-1,-3,-2,1,-5,9,-64,-64,,,,,,"
1055,臾yu,,42,8,"42,-64,0,-6,-13,7,-13,-64,0,-5,-8,7,-8,-64,0,1,-13,1,-3,-3,2,-64,0,-3,6,0,15,-64,0,0,3,1,11,0,15,-64,0,-2,9,7,2,-64,-64,,,,,,"
1056,鱼yu,,62,10,"62,-64,0,-6,-3,3,-4,-64,0,-6,2,3,2,-64,0,-2,-3,-2,4,-5,13,-64,0,-7,-10,-8,-3,-64,0,-10,-8,-8,-3,-5,-8,-64,0,-1,-14,0,-6,-64,0,-4,-12,0,-6,3,-12,-64,0,4,-11,7,-5,6,2,4,5,7,14,-64,-64,,,,,,"
1057,雩,96E9,82,14,"82,-64,0,-6,-14,6,-14,-64,0,-6,-14,-6,-8,-64,0,6,-14,6,-10,-64,0,0,-14,0,-6,-64,0,-3,-8,-2,-2,-2,5,-5,11,-64,0,-6,-6,-2,-2,-64,0,-6,0,-2,4,-64,0,3,-10,4,-1,4,6,2,13,-64,0,1,-5,4,-1,-64,0,0,1,3,5,-64,0,-8,-3,-8,7,-64,0,6,-7,7,-1,-64,-64,,,,,,"
1058,魚,9B5A,70,12,"70,-64,0,-6,-7,-6,-12,5,-13,5,-8,-64,0,-1,-13,-1,-7,-1,-7,-64,0,-6,-1,6,-2,-64,0,-5,3,4,3,-64,0,-1,-2,-1,6,1,14,-64,0,2,5,2,9,-64,0,-5,5,-5,9,-64,0,6,0,6,2,-64,0,-8,-1,-7,2,-64,0,-7,-5,-6,-3,-64,-64,,,,,,"
1059,漁,6F01,92,13,"92,-64,0,-1,-12,-6,-6,-5,-1,-5,6,-8,11,-64,0,-1,-12,6,-6,-64,0,6,-6,5,-1,3,4,5,8,7,11,-64,0,-5,5,4,5,-64,0,-5,-6,5,-6,-64,0,-5,-1,4,0,-64,0,0,-6,-1,6,-4,8,-7,9,-64,0,-1,6,1,8,6,11,-64,0,-5,-3,-8,-1,-9,4,-5,0,-64,0,5,-3,8,-2,7,5,-64,0,4,0,7,2,-64,-64,,,,,,"
1060,輿,8F3F,144,19,"144,-64,0,8,-11,7,-4,7,1,9,6,-64,0,3,-11,1,-5,1,1,2,5,4,7,-64,0,8,-10,2,-6,5,2,8,6,-64,0,3,-10,7,-4,-64,0,7,-1,2,4,-64,0,-5,-10,-8,-4,-8,-1,-7,4,-9,8,-64,0,-5,-10,-2,-5,-1,-1,-1,3,0,6,-64,0,-7,-4,-2,-4,-64,0,-8,-1,-2,-2,-64,0,-7,2,-1,2,-64,0,-5,-10,-4,3,-7,6,-64,0,-4,3,0,6,-64,0,-8,-5,-9,-4,-9,0,-8,-2,-8,-2,-64,0,-2,-5,0,-5,0,-1,-64,0,-2,-3,0,-3,-64,0,5,5,4,8,1,11,1,11,-64,0,1,7,6,13,-64,-64,,,,,,"
1061,宇,5B87,110,17,"110,-64,0,-1,-12,-1,7,-64,0,-1,-6,-4,0,2,7,-64,0,-1,-6,2,-1,-4,7,-64,0,-3,-2,2,-1,-64,0,-6,-13,-4,-9,-6,-3,-4,0,-64,0,4,-13,2,-9,3,-3,2,-1,-64,0,2,-7,1,-5,-64,0,-4,-9,-1,-6,-64,0,2,-10,-1,-6,-64,0,-4,-7,-3,-6,-64,0,-5,4,-6,8,-3,11,-64,0,-4,5,-5,8,-5,8,-64,0,-3,8,-6,15,-64,0,3,3,4,8,0,13,-64,0,1,8,6,16,-64,-64,,,,,,"
1062,羽,7FBD,48,9,"48,-64,0,-1,-12,-10,-3,-64,0,0,-12,9,-5,-64,0,-7,-5,-6,2,-9,16,-64,0,6,-7,6,15,-64,0,-2,-3,4,-4,-64,0,-4,2,6,0,-64,0,1,-3,2,8,0,14,-64,-64,,,,,,"
1063,雨,96E8,52,8,"52,-64,0,-4,-12,-5,-8,-4,-3,2,-3,6,-6,6,-13,-4,-12,-64,0,-5,-8,6,-9,-64,0,-4,-2,-5,8,0,14,-64,0,2,-2,3,7,0,14,-64,0,-4,3,2,3,-64,0,-4,6,2,6,-64,-64,,,,,,"
1064,匬,532C,42,8,"42,-64,0,-4,-14,3,-14,-64,0,-6,-3,-4,-12,3,-12,5,-4,-64,0,0,-12,0,0,-64,0,-3,-4,-7,7,-64,0,2,-5,5,6,-64,0,0,4,0,11,-64,-64,,,,,,"
1065,圉,5709,88,13,"88,-64,0,-8,-14,-8,10,-64,0,-9,-15,9,-15,9,11,-64,0,-5,12,8,11,-64,0,-3,-10,-5,-6,-64,0,-3,-10,-1,-8,-64,0,-3,-9,-2,-5,-6,-1,-3,5,-3,5,-64,0,-6,5,-3,8,-1,5,-64,0,-2,-5,-1,-2,-3,4,-64,0,-6,1,3,-2,-64,0,-5,-2,3,-5,-64,0,4,-11,4,0,1,4,1,7,5,4,3,8,-64,-64,,,,,,"
1066,玉,7389,40,8,"40,-64,0,-1,-16,-1,17,-64,0,-6,-14,-1,-10,6,-15,-64,0,-5,-6,4,-6,-64,0,-7,-1,4,-1,-64,0,-6,7,4,7,-64,0,-8,12,5,12,-64,-64,,,,,,"
1067,育,80B2,78,11,"78,-64,0,-4,-13,2,2,-4,7,-7,14,-64,0,-7,2,-5,-1,4,-7,0,-10,-6,-6,-4,1,-64,0,-6,-11,0,-13,-64,0,-2,5,2,10,-64,0,-1,12,0,7,6,6,-64,0,2,10,1,13,3,14,6,13,6,10,2,10,-64,0,1,14,1,16,-64,0,5,14,6,17,-64,0,8,12,9,14,-64,-64,,,,,,"
1068,昱,6631,64,9,"64,-64,0,8,0,-1,2,3,-9,10,-12,11,-5,7,-5,9,13,-64,0,10,-9,4,-7,7,-5,-64,0,4,-7,4,11,8,9,-64,0,4,4,8,4,-64,0,1,-3,7,-3,-64,0,-8,-7,-8,-1,-2,-1,-2,-8,-8,-7,-64,0,-8,-5,-4,-5,-64,-64,,,,,,"
1069,狱cao,,94,14,"94,-64,0,0,-14,0,1,-64,0,0,-12,-3,-10,0,-8,2,-10,0,-12,-64,0,0,-8,-3,-5,0,-3,3,-5,0,-8,-64,0,-3,6,1,12,-64,0,1,12,1,7,-1,4,-64,0,-2,8,3,4,3,0,-64,0,5,-10,4,0,-64,0,5,-5,7,-2,4,2,-64,0,4,-2,9,5,-64,0,-5,0,-5,9,-64,0,-4,-2,-8,4,-64,0,-5,-10,-5,-6,-8,-2,-64,-64,,,,,,"
1070,御,5FA1,78,13,"78,-64,0,-9,-15,-2,-15,-64,0,-11,-12,-1,-12,-64,0,-6,-12,-6,-1,-64,0,-10,-8,-10,-3,-64,0,-3,-9,-3,-5,-64,0,-2,-6,1,-6,-64,0,-3,-2,2,-2,-64,0,-1,-11,-1,-1,-64,0,2,-15,7,2,1,7,-64,0,1,7,2,11,7,7,6,13,1,18,-64,0,4,-6,3,-1,3,4,-64,-64,,,,,,"
1071,籞,,92,13,"92,-64,0,-8,-8,-8,7,-64,0,-11,-7,-9,-4,-4,-6,-64,0,-11,6,-7,2,-6,5,-64,0,0,-14,0,-7,-2,-5,-2,-1,-64,0,0,-7,3,-5,3,-2,-64,0,-4,-9,1,-12,6,-8,-64,0,-4,-1,-4,5,-64,0,-3,2,0,2,1,5,0,7,0,11,3,17,-64,0,6,-5,6,12,-64,0,3,-4,5,1,10,-3,-64,0,2,8,6,4,11,7,-64,-64,,,,,,"
1072,鬱,9B31,62,9,"62,-64,0,-5,-14,0,-14,-1,-5,-64,0,-4,-4,4,-6,-64,0,-5,-10,9,-11,-64,0,0,-4,-2,1,0,3,4,5,4,11,3,15,-1,16,-64,0,0,-4,7,0,-64,0,3,-2,-1,1,-5,4,-7,8,-7,12,-64,0,2,4,-4,13,-64,-64,,,,,,"
1073,鸢,,46,6,"46,-64,0,-5,-9,5,-10,7,-7,7,6,5,9,-4,10,-7,1,-5,-9,-64,0,-2,-9,-3,6,-64,0,-1,-9,1,-3,0,2,1,7,-64,0,2,-9,4,-5,2,3,5,7,-64,-64,,,,,,"
1074,淵,6DF5,30,6,"30,-64,0,-6,-13,3,-13,-64,0,-9,-9,8,-9,-64,0,-1,-9,1,2,-3,6,-3,17,-64,0,0,-6,-8,3,-64,-64,,,,,,"
1075,元,5143,46,8,"46,-64,0,2,-14,-6,2,-64,0,-4,-18,-2,-15,-5,-10,-3,-8,-64,0,1,-2,-5,5,-64,0,-3,-2,-1,4,-1,8,-2,10,-64,0,-2,-15,-1,-13,-64,0,-3,-13,-2,-11,-64,-64,,,,,,"
1076,爰,7230,84,14,"84,-64,0,-5,-8,-5,9,-64,0,6,-9,7,9,-64,0,-5,-3,6,-3,-64,0,-5,1,0,3,6,1,-64,0,-1,3,-4,6,-64,0,3,3,6,6,-64,0,-1,3,1,6,-64,0,3,3,1,6,-64,0,1,6,1,10,-64,0,-5,-8,0,-3,-64,0,6,-9,2,-3,-64,0,-3,-12,0,-14,4,-13,2,-9,-1,-8,-3,-12,-64,-64,,,,,,"
1077,員,54E1,68,9,"68,-64,0,-6,-10,-5,-15,-2,-15,2,-13,2,-10,-2,-9,-5,-10,-64,0,-3,-9,-6,-5,-10,-4,-64,0,-1,-9,7,-3,-64,0,-9,0,-5,-3,-4,5,0,8,-64,0,-1,4,1,1,1,-3,6,-1,-64,0,4,3,4,5,0,11,-64,0,1,3,4,8,7,17,-64,-64,,,,,,"
