id,char,unicode,n_points,n_strokes,stroke
1035,壬,58EC,20,3,"20,-64,0,-9,-12,7,-12,-64,0,-1,-12,-1,10,-64,0,-10,10,10,9,-64,-64,,,,,,"
1036,癸,7678,38,6,"38,-64,0,-6,-14,-9,-8,-64,0,-7,-11,4,9,-64,0,2,11,7,6,-64,0,0,-14,6,-9,-64,0,3,-12,-7,9,-64,0,-10,7,-5,12,-64,-64,,,,,,"
1037,子,5B50,78,11,"78,-64,0,-7,-4,1,-8,6,-3,-64,0,-7,-4,-7,5,-64,0,6,-3,5,4,-64,0,-6,-4,5,4,-64,0,3,-5,-6,5,-64,0,-6,5,4,4,-64,0,-3,5,-3,10,-6,12,-64,0,3,5,4,13,9,8,-64,0,-5,-14,-7,-10,-7,-5,-64,0,1,-17,-1,-12,-1,-7,-64,0,5,-14,2,-7,-64,-64,,,,,,"
1038,孕,5B55,94,7,"94,-64,0,-1,-10,-3,-13,-1,-17,1,-14,1,-12,-1,-10,-64,0,-1,-10,-1,-4,-64,0,-1,-4,1,-4,3,-1,3,2,3,6,-1,8,-5,10,-5,13,1,10,1,12,-1,16,-64,0,-9,4,-7,-1,-2,-5,2,-6,3,-9,0,-9,-4,-7,-7,-4,-7,-1,-7,3,-64,0,-1,-4,-3,-1,-4,4,-3,6,-1,8,-64,0,-1,-1,0,2,0,5,-64,0,0,1,-2,3,-64,-64,,,,,,"
1039,季,5B63,70,8,"70,-64,0,-1,-16,0,-3,-64,0,-5,-14,0,-11,-64,0,-5,-14,-7,-8,-3,-9,-5,-14,-64,0,6,-14,0,-9,-64,0,0,-8,7,-5,-64,0,-4,-3,4,-2,3,1,0,3,-3,1,-4,-3,-64,0,-6,10,-2,6,0,6,6,3,-64,0,0,3,0,7,-2,11,-5,16,-64,-64,,,,,,"
1040,育,80B2,78,9,"78,-64,0,-4,-13,2,2,-4,7,-7,14,-64,0,-7,2,-5,-1,4,-7,0,-10,-6,-6,-4,1,-64,0,-6,-11,0,-13,-64,0,-2,5,2,10,-64,0,-1,12,0,7,6,6,-64,0,2,10,1,13,3,14,6,13,6,10,2,10,-64,0,1,14,1,16,-64,0,5,14,6,17,-64,0,8,12,9,14,-64,-64,,,,,,"
1041,丑,4E11,32,2,"32,-64,0,-5,-3,-5,-8,3,-2,7,6,6,15,-64,0,-7,0,-6,6,-1,3,3,-2,4,-7,2,-11,-2,-14,-3,-11,-64,-64,,,,,,"
1042,羞,7F9E,60,7,"60,-64,0,-5,-10,-1,-5,3,-13,-64,0,-1,-5,-1,8,-64,0,-5,-2,-1,4,2,-2,-64,0,-6,-5,-8,-3,-10,-7,-6,-10,-64,0,3,-12,8,-8,5,-4,2,-6,-64,0,5,0,7,4,2,10,-64,0,1,3,5,7,7,16,-64,-64,,,,,,"
1043,寅,5BC5,66,8,"66,-64,0,-4,-4,1,-9,5,-5,-64,0,0,-12,1,-4,-3,0,1,7,5,2,1,-4,-64,0,1,7,0,11,-5,16,-64,0,0,11,4,15,-64,0,-6,-5,-7,1,-5,6,-64,0,-7,-1,-5,0,-64,0,8,-6,6,-1,-64,0,7,-3,9,2,7,6,-64,-64,,,,,,"
1044,卯,536F,30,4,"30,-64,0,-4,-15,-4,16,-64,0,1,-13,2,14,-64,0,-4,-5,-8,0,-4,5,-64,0,1,-5,7,0,2,4,-64,-64,,,,,,"
1045,辰,8FB0,52,7,"52,-64,0,7,-11,-10,-10,-10,14,-64,0,2,-11,-10,-4,-64,0,-6,-6,-2,-1,4,0,-64,0,-9,-1,-4,3,4,4,-64,0,-2,-1,-4,3,-64,0,0,-5,6,-2,-64,0,5,-6,6,-2,5,14,-64,-64,,,,,,"
1046,巳,5DF3,58,7,"58,-64,0,-4,-7,-1,-8,3,-5,2,-2,-2,-2,-5,-4,-4,-7,-64,0,-8,7,-2,4,8,1,-64,0,1,-2,0,5,-3,15,-64,0,-8,-12,-4,-7,-64,0,-3,-15,-3,-8,-64,0,1,-13,0,-8,-64,0,5,-13,2,-6,-64,-64,,,,,,"
1047,yi,,18,1,"18,-64,0,-7,-13,-1,-2,-5,4,-2,9,4,13,7,7,4,4,-64,-64,,,,,,"
1048,午,5348,20,3,"20,-64,0,-1,-12,-1,13,-64,0,-3,14,2,13,-64,0,-4,3,1,1,-64,-64,,,,,,"
1049,未,672A,38,5,"38,-64,0,-1,-14,-1,15,-64,0,-5,0,7,13,-64,0,-5,-14,-5,-6,-1,-3,5,-6,5,-15,-64,0,-1,4,5,-2,-64,0,-1,6,-6,12,-64,-64,,,,,,"
1050,申,7533,46,3,"46,-64,0,-7,-11,-1,-8,0,-3,-1,2,-4,5,-2,10,2,11,9,9,-64,0,-2,9,0,6,3,1,6,3,5,6,-64,0,-8,-9,-9,-5,-8,-2,-5,-3,-3,-5,-2,-8,-64,-64,,,,,,"
1051,酉,9149,42,6,"42,-64,0,-7,-9,5,-10,-64,0,-9,-4,8,-4,-1,18,-9,-4,-64,0,-2,-9,-3,2,-64,0,1,-10,2,2,-64,0,-6,3,5,3,-64,0,-5,7,3,7,-64,-64,,,,,,"
1052,酒,9152,90,12,"90,-64,0,-9,-10,-6,-4,-7,1,-6,7,-1,10,-2,6,-64,0,-5,-8,-5,-6,-64,0,-4,-1,-4,1,-64,0,-10,-2,-10,0,-64,0,-10,3,-9,5,-64,0,-9,8,-7,11,-64,0,-1,-8,9,-8,-64,0,-1,-3,8,-3,7,5,4,11,0,5,-2,-3,-64,0,1,-9,3,0,-64,0,6,-9,4,1,-64,0,0,2,7,1,-64,0,1,4,6,5,-64,-64,,,,,,"
1053,配,914D,86,13,"86,-64,0,-12,-7,-2,-7,-64,0,-13,-3,-3,-3,-64,0,-13,-3,-9,12,-64,0,-3,-3,-9,12,-64,0,-11,-7,-11,-3,-64,0,-5,-7,-5,-4,-64,0,-12,1,-6,1,-64,0,-10,5,-7,5,-64,0,-13,-11,-13,-9,-64,0,-8,-12,-8,-9,-64,0,-4,-13,-4,-9,-64,0,2,-8,9,2,2,8,10,6,5,13,-64,0,4,-5,0,3,-64,-64,,,,,,"
1054,尊,5C0A,80,10,"80,-64,0,-4,-12,4,-12,-64,0,-8,-8,8,-8,-64,0,-8,-8,-3,-2,-3,5,1,8,4,4,4,-3,6,-7,-64,0,-4,-2,3,-3,-64,0,-3,-12,-3,-9,-64,0,2,-11,2,-9,-64,0,-7,0,-6,6,-3,9,-64,0,-3,2,-7,7,-8,14,-64,0,7,1,8,5,5,9,-64,0,4,3,7,7,8,16,-64,-64,,,,,,"
1055,戌,620C,44,4,"44,-64,0,7,-4,0,-4,-4,-4,-8,-7,-11,-4,-9,1,-8,2,-5,1,-1,-1,6,0,6,-4,-64,0,-1,-12,4,-13,-64,0,2,-12,3,11,-64,0,-1,12,6,12,-64,-64,,,,,,"
1056,亥,4EA5,40,5,"40,-64,0,-6,-11,6,-12,-64,0,0,-11,0,-5,0,2,1,9,-2,12,-6,15,-64,0,-1,0,-5,6,-64,0,-4,-8,-5,-1,-64,0,-4,-4,0,-5,-64,-64,,,,,,"
1057,莽,83BD,94,13,"94,-64,0,-11,-10,-9,-6,-5,-9,-64,0,-8,-12,-9,13,-64,0,-12,8,-9,2,-5,4,-64,0,-5,-11,1,-11,-2,-8,-64,0,-3,-12,-1,8,3,10,1,14,-1,12,-64,0,-5,-6,5,-9,-64,0,2,-8,2,0,-1,6,-64,0,1,2,4,4,-64,0,4,-7,6,-3,-64,0,7,-12,7,15,-64,0,10,-9,7,-6,-64,0,5,1,7,-2,-64,0,8,3,11,7,-64,-64,,,,,,"
1058,hai,,90,13,"90,-64,0,-1,-9,-1,5,-64,0,-5,3,-5,-5,-1,-10,4,-6,4,3,-64,0,-5,-5,4,-4,-64,0,-5,-1,3,-1,-64,0,-10,-9,-5,-9,-64,0,-7,-12,-8,-6,-64,0,3,-10,9,-10,-64,0,6,-13,6,-6,-64,0,-10,5,-6,5,-64,0,-8,3,-7,9,-64,0,3,4,10,4,-64,0,7,1,6,8,-64,0,-4,6,-4,11,2,11,2,6,-64,-64,,,,,,"
1059,zao,,46,6,"46,-64,0,0,-13,2,-4,2,15,-64,0,-2,-8,2,-2,-64,0,-2,0,7,13,-64,0,2,6,-2,12,-64,0,-9,2,-9,10,-7,10,-3,9,-3,2,-64,0,-9,5,-4,5,-64,-64,,,,,,"
1060,cheng,,36,4,"36,-64,0,-4,-10,-3,-5,5,-6,3,-12,-4,-10,-64,0,-3,-1,0,4,5,-1,-64,0,1,-5,0,11,-64,0,-6,5,0,11,5,6,-64,-64,,,,,,"
1061,唬,552C,68,7,"68,-64,0,-5,-10,5,-10,6,-5,1,-5,-2,-3,-6,-4,-64,0,-6,-12,-6,-9,-64,0,-6,-6,-7,-4,-64,0,-1,-10,-1,-5,3,4,-2,10,2,13,4,10,-64,0,1,-10,1,-6,-64,0,-8,-1,-9,4,-7,6,-3,6,-2,2,-3,-1,-64,0,-8,1,-4,1,-64,-64,,,,,,"
1062,走,8D70,26,3,"26,-64,0,-2,-13,-2,5,-9,14,-64,0,-1,5,5,13,-64,0,-9,-12,-9,-5,5,-2,7,4,-64,-64,,,,,,"
1063,ji,,54,6,"54,-64,0,-9,-11,-6,-2,-6,-14,-64,0,-8,-9,-3,-12,-2,-16,-64,0,-1,-14,0,-12,6,-10,-64,0,3,-13,3,-4,7,-12,-64,0,-1,-5,-3,6,3,9,3,12,-4,9,-2,16,-64,0,-1,-4,2,7,-64,-64,,,,,,"
1064,徒,5F92,48,6,"48,-64,0,0,-11,-4,-4,1,1,5,-4,0,-11,-64,0,-1,3,0,15,3,3,-64,0,-5,-11,-6,-5,-64,0,6,-9,9,-3,-64,0,-5,0,-5,6,1,7,-64,0,5,4,6,10,-64,-64,,,,,,"
1065,徙,5F99,48,6,"48,-64,0,-9,-13,1,-8,-64,0,-6,-13,-2,-1,1,-11,-64,0,-8,3,-2,15,-3,1,-64,0,-5,6,0,4,1,1,-64,0,3,-4,4,5,9,8,-64,0,6,10,2,7,1,15,-64,-64,,,,,,"
1066,後,5F8C,56,6,"56,-64,0,0,-14,-1,-10,4,-2,1,2,-2,8,-64,0,1,-14,4,-9,-2,-2,1,2,4,5,-1,15,-64,0,0,5,4,8,8,15,-64,0,-5,-12,-5,-4,-8,0,-64,0,-10,9,-4,0,-64,0,-5,2,-5,14,-64,-64,,,,,,"
1067,di,,48,5,"48,-64,0,-4,-12,-4,-7,-6,-4,-4,1,-1,-3,-3,-7,-64,0,-10,-3,-7,7,0,7,1,-3,-64,0,-9,2,2,2,-64,0,4,-9,5,-1,10,2,-64,0,9,7,4,3,4,15,-64,-64,,,,,,"
1068,遠,9060,80,9,"80,-64,0,-10,-5,-6,-8,-4,-12,1,-9,-64,0,-10,-2,-6,-4,-64,0,-8,-2,-8,4,-6,7,-2,8,-64,0,-5,-3,-6,0,-5,2,-3,0,-4,-3,-64,0,4,-5,-1,-6,-1,2,-3,5,-64,0,4,-12,5,-5,11,-2,-64,0,10,2,4,-2,5,5,-64,0,1,5,2,8,-2,14,-64,0,0,7,3,14,-64,-64,,,,,,"
1069,疋,758B,50,5,"50,-64,0,-6,-12,3,-12,-64,0,-5,-11,-5,-6,-3,-2,-2,4,-2,7,-64,0,3,-12,4,-5,2,-2,0,9,-64,0,-9,12,-2,10,1,8,1,11,0,12,-7,15,-64,0,-7,7,-4,12,-64,-64,,,,,,"
1070,huan,,34,3,"34,-64,0,8,-13,-4,-10,-9,-5,6,-7,-64,0,-2,-11,-1,-2,7,-3,-64,0,6,2,-9,3,-8,12,6,12,6,6,-3,7,-64,-64,,,,,,"
1071,訢,8A22,72,8,"72,-64,0,-8,-11,1,-11,-4,-3,-8,-10,-64,0,-3,-4,-4,6,-64,0,-9,-2,-4,3,1,-2,-64,0,-9,4,-9,11,1,11,0,3,-64,0,-9,6,0,6,-64,0,1,-7,3,-2,-64,0,3,-5,7,-8,7,-3,4,0,4,0,-64,0,4,0,6,2,7,5,6,9,2,14,-64,-64,,,,,,"
1072,xun,,92,12,"92,-64,0,-2,-10,-2,15,-64,0,-6,-11,-6,-4,-2,-2,-64,0,-3,-8,-7,-4,-7,1,-10,2,-64,0,-10,2,-6,4,-6,10,-6,12,-4,16,-64,0,-6,9,-3,11,-64,0,-10,-1,-9,6,-64,0,1,-8,9,-9,-64,0,2,-7,4,-2,7,-8,-64,0,0,-2,8,-2,-64,0,4,-1,4,3,-64,0,1,1,1,8,6,8,8,1,-64,0,1,3,6,3,-64,-64,,,,,,"
1073,童,7AE5,74,9,"74,-64,0,-8,-14,4,-14,-64,0,-4,-13,-1,-7,2,-13,-64,0,-10,1,-9,-4,-4,-6,3,-7,8,-9,6,-6,2,-3,-64,0,1,-6,0,-2,-3,-2,-4,-5,-64,0,-4,-2,-10,0,-64,0,-1,-2,0,7,-4,13,-64,0,-1,-1,-5,5,-64,0,0,8,3,12,-64,0,-9,14,7,12,-64,-64,,,,,,"
1074,晝,665D,52,6,"52,-64,0,-4,-12,-4,6,-64,0,-11,4,-4,-2,3,3,-64,0,-2,-13,6,-3,-64,0,-8,8,0,8,0,14,-9,15,-7,8,-64,0,-6,12,-3,11,-64,0,0,-15,1,-13,2,-12,2,-11,-3,-8,-64,-64,,,,,,"
1075,卑,5351,52,6,"52,-64,0,-6,-12,-5,-5,4,-5,4,-14,-5,-12,-64,0,-6,-9,3,-9,-64,0,-1,-12,-1,-5,-64,0,-6,0,3,0,-1,5,-7,9,-64,0,-1,-5,-1,-1,-64,0,-5,2,0,4,2,8,3,17,-64,-64,,,,,,"
1076,將,5C07,66,9,"66,-64,0,-1,-10,-2,12,-64,0,-1,-5,6,-5,-64,0,6,-9,5,-3,-64,0,0,3,4,3,-64,0,4,0,5,6,-64,0,-1,7,3,10,5,13,6,17,-64,0,2,4,2,9,0,12,-64,0,-8,-15,-4,-10,-3,-7,-64,0,-3,-14,-6,-7,-4,-4,-64,-64,,,,,,"
1077,庸,5EB8,88,13,"88,-64,0,-5,-10,6,-10,-64,0,-5,-4,-5,-10,-64,0,6,-2,6,-10,-64,0,-3,-13,1,-10,3,-15,-64,0,0,-10,1,0,-64,0,-7,0,-6,4,-6,16,-64,0,-3,-1,-2,2,-2,15,-64,0,-6,3,-2,2,-64,0,-6,12,-3,11,-64,0,-1,7,1,7,5,7,-64,0,-1,10,5,10,-64,0,5,0,6,15,-64,0,-5,-7,6,-7,-64,-64,,,,,,"
1078,dan,,72,10,"72,-64,0,-8,-10,-8,11,-64,0,-2,-11,-2,13,-64,0,-8,-10,-2,-11,-64,0,-7,-4,-6,-8,-3,-4,-64,0,-8,1,-5,-2,-2,1,-64,0,-7,6,-5,3,-3,6,-64,0,-8,11,-2,11,-64,0,2,-12,2,-1,2,-1,-64,0,2,-4,6,-1,1,11,-64,0,2,1,9,13,-64,-64,,,,,,"
1079,督,7763,120,17,"120,-64,0,-5,-13,-5,-4,-64,0,-1,-15,-5,-11,-64,0,-9,-4,-2,-5,-64,0,-7,-4,-7,0,-64,0,-4,-4,-4,0,-64,0,-10,-3,-9,-1,-64,0,-2,-3,-2,-2,-64,0,-9,1,-2,1,-64,0,-2,-9,4,-5,4,0,-64,0,0,-13,4,-9,-1,-3,-64,0,-5,7,-2,5,3,6,3,9,2,11,-3,11,-6,9,-5,7,-64,0,-9,7,-9,10,-64,0,-4,7,-1,7,-64,0,1,2,3,3,-64,0,4,6,4,10,-64,0,-4,12,-4,15,-64,0,1,12,2,15,-64,-64,,,,,,"
1080,yuan,,104,14,"104,-64,0,-8,2,6,-4,-64,0,-8,2,-8,9,-64,0,-8,6,3,2,5,-3,-64,0,-2,3,-3,2,-3,0,-64,0,-2,0,1,1,0,2,-64,0,-8,-15,-3,-10,1,-15,-64,0,-3,-15,-2,0,-64,0,-9,-8,-6,-4,-5,-1,-64,0,-10,-5,-7,-4,-64,0,0,-2,1,-8,4,-12,6,-10,-64,0,1,-7,4,-9,5,-7,-64,0,-5,9,4,5,-64,0,-2,8,-2,13,-64,0,2,6,1,15,-2,18,-64,-64,,,,,,"
1081,鼻,9F3B,76,7,"76,-64,0,-1,-15,0,-9,-6,-5,-4,-1,-3,-1,-2,-2,-64,0,1,-11,7,-6,6,-4,5,-1,4,-4,-64,0,-5,-12,-4,-6,5,-7,3,-15,-64,0,1,-2,-3,3,2,8,6,2,1,-1,-64,0,-1,1,1,3,4,1,-64,0,2,3,2,10,-1,13,5,18,-64,0,2,11,3,13,-1,17,-64,-64,,,,,,"
1082,翟,7FDF,76,9,"76,-64,0,-4,-15,-3,-12,-4,-1,-64,0,-6,-12,-4,-9,-64,0,-7,-7,-4,-6,-64,0,0,-14,2,-10,3,-4,-6,2,-64,0,-1,-11,2,-9,-64,0,-1,-8,3,-6,-64,0,-1,-1,3,3,4,6,4,11,-64,0,2,-3,2,1,-1,5,-4,8,-5,12,-3,16,-64,0,-2,6,1,9,1,13,-64,-64,,,,,,"
1083,huan,,118,9,"118,-64,0,2,-10,0,-7,2,-6,3,-6,4,-10,2,-10,-64,0,-13,7,-10,-2,-7,-4,-6,-6,-6,-10,-1,-10,4,-10,7,-8,10,-5,8,-5,4,-6,3,-6,0,-6,-2,-6,-3,-4,-1,0,2,1,2,3,2,7,0,9,-4,12,-64,0,0,1,-2,3,-7,6,-9,9,-64,0,-6,-3,-5,1,-64,0,-6,-2,-8,1,-10,6,-64,0,5,6,4,1,3,-3,6,-1,10,2,-64,0,7,-1,4,1,-64,0,0,9,0,12,-3,14,-64,0,0,11,0,15,-1,16,-64,-64,,,,,,"
1084,yuan,,62,7,"62,-64,0,-5,-14,0,-14,-1,-5,-64,0,-4,-4,4,-6,-64,0,-5,-10,9,-11,-64,0,0,-4,-2,1,0,3,4,5,4,11,3,15,-1,16,-64,0,0,-4,7,0,-64,0,3,-2,-1,1,-5,4,-7,8,-7,12,-64,0,2,4,-4,13,-64,-64,,,,,,"
1085,爭,722D,46,5,"46,-64,0,-7,-9,-7,-2,-4,0,3,-4,3,-10,-64,0,-2,-16,-1,-10,2,-7,-64,0,2,-13,0,-9,0,-6,-64,0,-2,-2,-2,5,-5,10,-64,0,-6,4,1,10,3,17,-64,-64,,,,,,"
1086,胄,80C4,50,5,"50,-64,0,-2,-16,-2,-5,-64,0,-7,-5,-7,1,-1,2,3,0,3,-6,-64,0,-6,-3,2,-4,-64,0,-6,18,-4,13,-5,7,-1,4,3,5,3,9,2,13,4,15,-64,0,-4,10,3,7,-64,-64,,,,,,"
1087,hua,,60,7,"60,-64,0,-1,-14,-1,-3,-64,0,0,-10,3,-7,3,-3,-64,0,0,-14,3,-11,-1,-6,-64,0,-2,-2,-2,2,-64,0,0,-2,0,1,-64,0,-3,0,-5,2,5,12,2,16,1,14,-64,0,1,0,4,3,-6,11,-2,16,-1,13,-64,-64,,,,,,"
1088,lei,,70,10,"70,-64,0,-7,-7,0,-4,-64,0,-3,-14,-3,-6,-8,2,-64,0,-3,-4,-2,-2,-6,8,-64,0,-5,-2,-4,1,-64,0,-7,1,-5,3,-64,0,0,-2,6,2,-64,0,5,-10,3,0,-1,10,-64,0,3,0,4,8,1,17,-64,0,1,5,4,7,-64,0,0,8,3,10,-64,-64,,,,,,"
1089,sui,,66,8,"66,-64,0,-10,-9,-10,-3,-64,0,-10,-6,4,-7,-64,0,4,-10,4,-4,-64,0,-6,-12,-2,-7,0,-14,-64,0,-3,-5,-7,-1,0,4,0,7,-4,10,-7,5,-1,-1,-3,-5,-64,0,-4,10,-4,17,-64,0,7,-4,7,8,1,14,-64,0,7,1,2,4,-64,-64,,,,,,"
1090,zu,,66,7,"66,-64,0,-3,-11,-7,-7,-7,-2,-5,3,-5,8,-8,12,-64,0,-3,-12,2,-4,0,1,0,7,3,13,-64,0,-6,1,0,1,-64,0,-5,3,-1,4,-64,0,-11,13,3,13,-64,0,6,-14,5,-6,6,-1,8,4,8,10,6,12,-64,0,7,1,3,7,-64,-64,,,,,,"
1091,hu,,80,10,"80,-64,0,-2,-13,-9,-6,-10,-2,-8,3,-64,0,-3,-13,-4,-3,-2,2,-3,5,-4,6,-64,0,-9,-3,-6,-7,-4,-2,-64,0,-9,1,-7,-2,-4,1,-64,0,-5,2,-4,6,-64,0,-7,1,-8,5,-64,0,1,-7,0,0,-64,0,1,-3,3,0,2,11,-64,0,3,7,7,11,9,17,-64,0,7,5,4,13,-64,-64,,,,,,"
1092,其,5176,38,4,"38,-64,0,-12,-5,9,-6,-64,0,-9,-9,-9,2,-7,7,3,7,6,2,6,-9,-64,0,-8,-4,-1,2,4,4,-64,0,6,-4,0,2,-6,6,-64,-64,,,,,,"
1093,佐,4F50,22,2,"22,-64,0,-2,-14,-4,-8,-3,-1,0,3,7,5,-64,0,1,-8,-2,0,-3,16,-64,-64,,,,,,"
1094,廼,5EFC,74,8,"74,-64,0,0,-13,-4,-6,-6,0,-5,6,0,10,5,4,4,-1,1,-6,-1,-9,-1,-10,-64,0,-5,-3,-1,-2,2,-3,-64,0,-5,0,4,0,-64,0,-6,3,4,4,-64,0,-2,-9,-1,9,-64,0,-8,-9,-9,-3,-64,0,3,-8,5,-4,-64,0,-10,5,-6,13,-1,15,3,13,7,6,-64,-64,,,,,,"
1095,沓,6C93,66,9,"66,-64,0,-6,-8,-7,-2,-10,2,-64,0,-6,3,-10,7,-64,0,-7,5,-7,13,-64,0,0,-11,3,-3,1,5,-64,0,-1,-8,-2,-3,-64,0,3,-10,5,-7,-64,0,5,-4,5,1,-64,0,-3,6,-3,11,0,12,5,12,5,6,-64,0,5,8,-3,8,-64,-64,,,,,,"
1096,虐,8650,106,12,"106,-64,0,-4,-5,-6,0,-5,3,-7,12,-64,0,-4,-3,-3,1,-64,0,-3,-13,4,-12,4,-8,-2,-8,-64,0,4,-12,9,-11,5,-6,5,-8,-64,0,4,-7,2,-2,1,3,1,7,-64,0,5,-6,6,-2,4,3,6,7,7,11,5,13,3,15,5,17,8,15,-64,0,2,0,6,0,-64,0,1,3,4,3,-64,0,-3,7,-3,11,-64,0,-2,9,2,9,6,7,-64,0,3,-3,5,-3,-64,0,2,-2,-2,-3,-64,-64,,,,,,"
1097,yu,,124,16,"124,-64,0,-5,-16,-5,-13,-64,0,-5,-14,1,-8,-64,0,0,-11,3,-13,3,-12,-3,-4,-64,0,-4,-6,-4,-1,-64,0,-1,-7,0,-2,-4,2,-7,4,-7,8,-6,13,-5,15,-64,0,0,-2,4,4,3,7,2,11,5,15,-64,0,-6,3,3,3,-64,0,-6,7,4,7,-64,0,-7,10,2,10,-64,0,-1,2,-2,11,-4,15,-64,0,-1,11,1,13,3,15,-64,0,-7,5,-10,7,-11,13,-64,0,-10,11,-7,9,-64,0,4,5,7,7,-64,0,8,6,7,11,-64,0,2,9,7,11,-64,-64,,,,,,"
1098,lie,,72,7,"72,-64,0,-6,-16,-5,-14,-2,-12,0,-12,2,-14,3,-9,-2,-8,-7,-6,-7,-5,-64,0,-2,-12,-2,-1,-64,0,0,-12,0,-9,-64,0,-4,8,-4,0,2,-1,2,8,-64,0,-4,4,1,2,-64,0,-7,10,-5,12,-4,14,0,15,2,14,3,10,5,7,-64,0,-4,12,2,11,-64,-64,,,,,,"
1099,ji,,58,7,"58,-64,0,-7,9,-5,2,-7,-2,1,-5,6,-4,8,-1,7,3,8,8,11,10,-64,0,-5,2,7,-1,-64,0,-12,-5,-8,-6,-64,0,-5,-7,-2,-8,-64,0,4,-11,8,-9,-64,0,-9,5,-11,11,-64,0,10,-4,11,-1,-64,-64,,,,,,"
1100,si,,40,4,"40,-64,0,-6,-9,-8,-2,-4,4,-8,14,-1,14,0,2,1,-5,-5,-9,-64,0,-4,4,0,3,-64,0,6,-10,3,0,-64,0,5,-3,9,0,7,10,-64,-64,,,,,,"
1101,can,,92,11,"92,-64,0,-1,-15,-1,-7,-64,0,-2,-12,-8,-7,-64,0,-4,-14,-4,-11,-3,-8,-64,0,-5,4,-5,-5,-1,-7,3,-6,3,2,-64,0,-5,-2,3,-5,-64,0,-2,5,-4,6,-6,9,-6,13,-4,14,-3,15,-64,0,-2,13,-2,15,-64,0,0,5,4,7,4,10,3,12,3,14,1,15,-64,0,0,13,1,15,-64,0,-6,8,4,8,-64,0,-5,10,3,11,-64,-64,,,,,,"
1102,夌,590C,42,5,"42,-64,0,-5,-15,-1,-10,4,-15,-64,0,-1,-15,0,-6,-64,0,-1,-8,-5,-5,0,1,-64,0,0,-9,5,-4,-1,1,-4,10,-64,0,-2,4,2,9,2,18,-64,-64,,,,,,"
1103,kun,,54,8,"54,-64,0,-6,-10,-6,-7,-64,0,-6,-4,-6,0,-64,0,-3,-13,-3,1,3,0,2,-14,-64,0,-2,-7,7,-10,-64,0,-3,2,-3,16,-64,0,-3,7,-8,14,-64,0,-3,6,3,12,-64,0,5,-6,6,-1,-64,-64,,,,,,"
1104,夆,5906,72,5,"72,-64,0,-6,-8,-2,-15,1,-12,1,-9,-2,-4,-64,0,-4,-11,2,-8,6,-4,8,2,-64,0,-5,0,-2,4,2,1,-64,0,-6,5,-1,10,3,5,-64,0,-2,-1,-1,10,-2,12,-2,12,-1,13,-1,11,-2,12,-3,14,-1,14,0,13,-1,15,-1,16,-3,15,-3,14,-3,14,-64,-64,,,,,,"
1105,李,674E,48,6,"48,-64,0,-5,-13,0,-7,7,-13,-64,0,1,-13,0,0,-64,0,-6,-1,1,-8,7,-1,-64,0,-3,1,3,1,2,6,-4,5,-3,1,-64,0,0,6,-1,16,-64,0,-6,13,5,7,-64,-64,,,,,,"
1106,櫟,6ADF,82,9,"82,-64,0,-4,-13,-1,-8,-6,-3,-4,1,-1,-2,-6,-8,-4,-12,-64,0,-4,1,-4,15,-64,0,-6,5,0,13,-64,0,3,-14,1,-10,5,-4,3,-3,1,-6,5,-10,4,-14,-64,0,3,-2,2,1,-3,6,-64,0,-5,11,-8,13,-64,0,4,2,5,17,-64,0,1,4,4,7,9,2,-64,0,-1,15,4,10,11,13,-64,-64,,,,,,"
1107,條,689D,84,10,"84,-64,0,-3,-5,-3,-11,-1,-15,2,-13,2,-10,2,-5,-64,0,-3,-10,3,-9,8,-5,-64,0,-6,1,-7,7,-3,10,-64,0,-4,0,-4,5,-2,9,-64,0,-1,0,-1,3,0,5,-64,0,1,4,-3,10,-6,15,-64,0,-2,9,-2,17,-64,0,-2,9,1,14,-64,0,2,-2,2,5,7,8,-64,0,7,11,2,8,2,13,-64,-64,,,,,,"
1108,di,,54,7,"54,-64,0,-6,-8,-6,13,-64,0,-11,-7,-6,0,0,-6,-64,0,-12,10,-7,2,-2,7,-64,0,3,-11,4,-3,2,3,-2,11,-64,0,2,2,8,10,-64,0,-2,0,2,-4,4,-7,-64,0,4,-6,8,2,-64,-64,,,,,,"
1109,罍,7F4D,114,10,"114,-64,0,-5,-11,0,-9,1,-5,0,-2,-2,1,-2,5,2,6,6,5,-64,0,0,-2,2,-2,6,1,-64,0,7,-2,5,10,2,10,-2,10,-5,8,-5,4,-6,-1,-9,-1,-64,0,-5,-1,-7,-4,-7,-7,-5,-6,-5,-3,-64,0,4,-7,3,-9,3,-11,3,-13,6,-11,6,-9,5,-6,-64,0,-5,-7,-1,-3,-64,0,2,0,4,1,3,4,1,3,1,0,2,0,-64,0,-2,10,-3,15,-64,0,2,10,4,15,-64,0,-4,15,1,16,5,15,-64,-64,,,,,,"
1110,椎,690E,64,7,"64,-64,0,-7,-8,-7,10,-64,0,-11,-5,-7,0,-3,-5,-64,0,-11,7,-7,3,-4,5,-64,0,6,-9,0,-12,-1,-9,2,-6,5,-1,7,2,6,5,5,11,3,16,-64,0,6,7,8,13,-64,0,4,-11,-2,6,-64,0,5,-1,2,4,1,9,-64,-64,,,,,,"
